<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.14	21:30:00	1.31072	1.31098	1.31022	1.31032	1236	0	0
2023.07.14	22:00:00	1.31032	1.31035	1.30975	1.30998	1008	0	0
2023.07.14	22:30:00	1.31000	1.31014	1.30925	1.30933	1115	0	0
2023.07.14	23:00:00	1.30935	1.30935	1.30899	1.30908	663	0	0
2023.07.14	23:30:00	1.30908	1.30923	1.30896	1.30923	628	0	0
2023.07.17	00:00:00	1.30920	1.30950	1.30786	1.30890	149	0	94
2023.07.17	00:30:00	1.30890	1.30915	1.30850	1.30868	130	0	86
2023.07.17	01:00:00	1.30888	1.30980	1.30886	1.30962	472	0	0
2023.07.17	01:30:00	1.30959	1.30963	1.30861	1.30921	522	0	0
2023.07.17	02:00:00	1.30921	1.30921	1.30865	1.30911	991	0	0
2023.07.17	02:30:00	1.30912	1.30926	1.30889	1.30894	644	0	0
2023.07.17	03:00:00	1.30894	1.30926	1.30839	1.30852	852	0	0
2023.07.17	03:30:00	1.30852	1.30943	1.30852	1.30930	886	0	0
2023.07.17	04:00:00	1.30931	1.30966	1.30891	1.30915	1459	0	0
2023.07.17	04:30:00	1.30915	1.30926	1.30829	1.30849	1009	0	0
2023.07.17	05:00:00	1.30835	1.30932	1.30816	1.30880	1044	0	0
2023.07.17	05:30:00	1.30881	1.30943	1.30845	1.30916	786	0	0
2023.07.17	06:00:00	1.30915	1.30934	1.30869	1.30912	959	0	0
2023.07.17	06:30:00	1.30913	1.30930	1.30869	1.30877	1263	0	0
2023.07.17	07:00:00	1.30877	1.30877	1.30831	1.30863	814	0	0
2023.07.17	07:30:00	1.30859	1.30890	1.30850	1.30880	914	0	0
2023.07.17	08:00:00	1.30880	1.30932	1.30873	1.30902	823	0	0
2023.07.17	08:30:00	1.30904	1.30947	1.30844	1.30926	1108	0	0
2023.07.17	09:00:00	1.30926	1.30945	1.30778	1.30808	1403	0	0
2023.07.17	09:30:00	1.30809	1.30851	1.30649	1.30809	1551	0	0
2023.07.17	10:00:00	1.30817	1.30919	1.30813	1.30911	1892	0	0
2023.07.17	10:30:00	1.30907	1.31077	1.30800	1.31026	1739	0	0
2023.07.17	11:00:00	1.31029	1.31029	1.30917	1.30957	1782	0	0
2023.07.17	11:30:00	1.30957	1.31092	1.30874	1.30937	1671	0	0
2023.07.17	12:00:00	1.30937	1.31069	1.30882	1.30886	1612	0	0
2023.07.17	12:30:00	1.30886	1.30957	1.30812	1.30938	1763	0	0
2023.07.17	13:00:00	1.30939	1.31008	1.30881	1.30910	1218	0	0
2023.07.17	13:30:00	1.30910	1.30956	1.30762	1.30784	1129	0	0
2023.07.17	14:00:00	1.30785	1.30848	1.30711	1.30819	1095	0	0
2023.07.17	14:30:00	1.30819	1.30855	1.30729	1.30848	1440	0	0
2023.07.17	15:00:00	1.30848	1.30858	1.30687	1.30741	2117	0	0
2023.07.17	15:30:00	1.30740	1.30740	1.30536	1.30676	2575	0	0
2023.07.17	16:00:00	1.30677	1.30732	1.30628	1.30682	1949	0	0
2023.07.17	16:30:00	1.30684	1.30746	1.30509	1.30737	2633	0	0
2023.07.17	17:00:00	1.30745	1.30926	1.30727	1.30846	1935	0	0
2023.07.17	17:30:00	1.30847	1.30898	1.30766	1.30815	1795	0	0
2023.07.17	18:00:00	1.30820	1.30826	1.30738	1.30819	1460	0	0
2023.07.17	18:30:00	1.30819	1.30836	1.30738	1.30756	1014	0	0
2023.07.17	19:00:00	1.30758	1.30812	1.30740	1.30760	900	0	0
2023.07.17	19:30:00	1.30760	1.30789	1.30735	1.30752	872	0	0
