DateTime,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,Change_Open_Close,Change_High_Low
2023-06-26 00:00:00,1.27072,1.27109,1.27039,1.27108,88,0,78,0.02833039536639983,0.05507084470809659
2023-06-26 00:30:00,1.27112,1.27143,1.27112,1.27139,150,0,51,0.021241110202025966,0.024381995076412578
2023-06-26 01:00:00,1.27144,1.27235,1.27144,1.27215,632,0,0,0.05584219467690087,0.07152120092743258
2023-06-26 01:30:00,1.27216,1.2725,1.27204,1.27232,846,0,0,0.01257703433529886,0.036149312377202744
2023-06-26 02:00:00,1.27232,1.2729,1.27212,1.27267,832,0,0,0.027508802816907107,0.06127739806740537
2023-06-26 02:30:00,1.27266,1.27313,1.27266,1.27291,753,0,0,0.019643895463052466,0.03691688986986344
2023-06-26 03:00:00,1.27287,1.27332,1.2725,1.27315,1752,0,0,0.021997533133788837,0.06439858008984725
2023-06-26 03:30:00,1.27315,1.27354,1.27288,1.27336,1449,0,0,0.01649452146251765,0.051824049499810204
2023-06-26 04:00:00,1.27336,1.27348,1.27269,1.27334,1412,0,0,-0.0015706477351362554,0.062034739454082236
2023-06-26 04:30:00,1.27335,1.27388,1.27308,1.27309,1283,0,0,-0.020418580908621115,0.06280026376110089
2023-06-26 05:00:00,1.27309,1.27365,1.27307,1.27361,828,0,0,0.040845501889092986,0.045538413221844695
2023-06-26 05:30:00,1.27361,1.27367,1.27329,1.2733,934,0,0,-0.024340261147432138,0.02983504361412665
2023-06-26 06:00:00,1.27329,1.2736,1.27305,1.27347,945,0,0,0.014136606743166835,0.04318467336683813
2023-06-26 06:30:00,1.27347,1.27349,1.27294,1.27315,718,0,0,-0.025128193047350776,0.043188403521036714
2023-06-26 07:00:00,1.27315,1.27334,1.27297,1.27302,639,0,0,-0.01021089423869642,0.029057439489844145
2023-06-26 07:30:00,1.27302,1.27325,1.27282,1.27324,678,0,0,0.01728173948562371,0.03377184370704343
2023-06-26 08:00:00,1.27322,1.27359,1.27315,1.27343,1040,0,0,0.016493614614916784,0.034548009956108
2023-06-26 08:30:00,1.27343,1.27392,1.27322,1.27339,1465,0,0,-0.003141122794345979,0.05494850540064706
2023-06-26 09:00:00,1.27329,1.27367,1.27227,1.27242,1685,0,0,-0.06832693259194106,0.10991858173624784
2023-06-26 09:30:00,1.27241,1.27249,1.27104,1.27209,1478,0,0,-0.025149126460818287,0.11394981492977951
2023-06-26 10:00:00,1.27209,1.27415,1.2719,1.27387,1776,0,0,0.13992720640836065,0.17658831377780196
2023-06-26 10:30:00,1.27385,1.27486,1.27302,1.2743,2058,0,0,0.03532598029595804,0.14432957344336347
2023-06-26 11:00:00,1.27427,1.27468,1.27294,1.27411,2237,0,0,-0.012556208652792418,0.1365048482756515
2023-06-26 11:30:00,1.27411,1.27449,1.27346,1.27372,1637,0,0,-0.03060960199669671,0.08081664038163222
2023-06-26 12:00:00,1.2737,1.27448,1.27338,1.27382,1374,0,0,0.009421370809444765,0.0863097106270872
2023-06-26 12:30:00,1.27381,1.27404,1.27286,1.27311,1614,0,0,-0.05495325048477755,0.09261875608300829
2023-06-26 13:00:00,1.2731,1.27367,1.27268,1.27337,1404,0,0,0.02120807477810011,0.07772813994206085
2023-06-26 13:30:00,1.27337,1.2735,1.27073,1.27109,1718,0,0,-0.17905243566283469,0.21751079701611004
2023-06-26 14:00:00,1.27108,1.2716,1.26983,1.27004,1809,0,0,-0.08182018441010243,0.13919471531928668
2023-06-26 14:30:00,1.27003,1.27163,1.2688,1.27152,1643,0,0,0.11732006330559053,0.22254901189812368
2023-06-26 15:00:00,1.27144,1.27191,1.27094,1.27155,1722,0,0,0.008651607626003154,0.07626325762043991
2023-06-26 15:30:00,1.27155,1.27172,1.2704,1.27168,1345,0,0,0.010223742676258384,0.1037964331771135
2023-06-26 16:00:00,1.27096,1.27159,1.2704,1.27101,1450,0,0,0.003934034115934685,0.09358362365227978
2023-06-26 16:30:00,1.271,1.27144,1.27012,1.27144,2123,0,0,0.03461841070023572,0.10381929151198545
2023-06-26 17:00:00,1.27143,1.27174,1.27038,1.27049,2047,0,0,-0.07393250119944966,0.10694009781873871
2023-06-26 17:30:00,1.27049,1.2718,1.26947,1.27092,2101,0,0,0.03384520932869621,0.18320490643182444
2023-06-26 18:00:00,1.27092,1.27244,1.27077,1.27199,1691,0,0,0.08419097976268407,0.13124390933954136
2023-06-26 18:30:00,1.27198,1.27278,1.27187,1.27217,1341,0,0,0.01493734178209661,0.07149703797985248
2023-06-26 19:00:00,1.27216,1.27222,1.27149,1.27149,1551,0,0,-0.05266633127908034,0.05738001289084415
2023-06-26 19:30:00,1.27149,1.27231,1.2713,1.27219,1274,0,0,0.0550535198861118,0.07938316919618296
2023-06-26 20:00:00,1.27219,1.27238,1.27196,1.27232,1118,0,0,0.010218599423039284,0.03300900674327536
2023-06-26 20:30:00,1.27232,1.2726,1.27169,1.27176,953,0,0,-0.04401408450703392,0.07150715071506887
2023-06-26 21:00:00,1.27176,1.2723,1.27162,1.27223,848,0,0,0.03695665848902076,0.0534465141869067
2023-06-26 21:30:00,1.27223,1.27231,1.2719,1.272,587,0,0,-0.01807849209655113,0.032224850861819955
2023-06-26 22:00:00,1.272,1.27216,1.27163,1.27165,782,0,0,-0.02751572327044595,0.04166142623568729
2023-06-26 22:30:00,1.27161,1.2718,1.27099,1.27102,887,0,0,-0.046397873561852175,0.06368925931750098
2023-06-26 23:00:00,1.27103,1.27141,1.271,1.27108,338,0,0,0.003933817455125643,0.03224766204450346
2023-06-26 23:30:00,1.27108,1.27137,1.27105,1.27109,295,0,0,0.0007867325424100381,0.025169698828812693
2023-06-27 00:00:00,1.27089,1.27124,1.2703,1.27064,164,0,2,-0.01967125400310676,0.07394355117837237
2023-06-27 00:30:00,1.27064,1.27133,1.27064,1.27106,138,0,6,0.03305420890260711,0.05427387067087848
2023-06-27 01:00:00,1.27105,1.27133,1.27105,1.27116,490,0,3,0.008654262224149679,0.02202417940267735
2023-06-27 01:30:00,1.27118,1.27145,1.27115,1.27144,848,0,1,0.020453436964074874,0.023595107947616264
2023-06-27 02:00:00,1.27144,1.27144,1.27097,1.27114,405,0,0,-0.023595293525448858,0.03696595985653829
2023-06-27 02:30:00,1.27115,1.27123,1.271,1.27106,834,0,0,-0.007080202965812334,0.018092713356369382
2023-06-27 03:00:00,1.27106,1.27119,1.27066,1.27117,1134,0,0,0.008654194137163661,0.041693216592338
2023-06-27 03:30:00,1.27118,1.27158,1.27035,1.2705,1176,0,0,-0.05349360436759656,0.09673005237577206
2023-06-27 04:00:00,1.27052,1.27117,1.27045,1.27091,1484,0,0,0.03069609293831584,0.056640732553461144
2023-06-27 04:30:00,1.27091,1.27369,1.27077,1.27248,2143,0,0,0.1235335310919004,0.22925515627821794
2023-06-27 05:00:00,1.27248,1.2727,1.27185,1.27189,949,0,0,-0.04636615113794248,0.0667871454388322
2023-06-27 05:30:00,1.27189,1.27284,1.27184,1.27283,983,0,0,0.0739057622907595,0.07856447000407671
2023-06-27 06:00:00,1.27283,1.27308,1.2724,1.27287,1090,0,0,0.0031426034898643187,0.05341376818424717
2023-06-27 06:30:00,1.27287,1.27332,1.27266,1.27276,937,0,0,-0.008641888016848108,0.05183300348695574
2023-06-27 07:00:00,1.27276,1.27301,1.27265,1.27288,767,0,0,0.009428328985835508,0.028279432211837766
2023-06-27 07:30:00,1.27288,1.27322,1.27267,1.27292,680,0,0,0.0031424800452548554,0.04319756208668183
2023-06-27 08:00:00,1.27292,1.27393,1.2729,1.27388,864,0,0,0.07541715111710476,0.08085216613158387
2023-06-27 08:30:00,1.27388,1.2739,1.27292,1.27295,1483,0,0,-0.07300530662227803,0.07692911531517237
2023-06-27 09:00:00,1.27293,1.27439,1.27276,1.27428,1512,0,0,0.10605453559898695,0.12790433069939502
2023-06-27 09:30:00,1.27427,1.27581,1.27399,1.27469,1332,0,0,0.032960047713599706,0.1426544704932674
2023-06-27 10:00:00,1.27473,1.27512,1.27399,1.27403,1752,0,0,-0.05491358954444651,0.08861911035824671
2023-06-27 10:30:00,1.27402,1.27433,1.2732,1.27349,1807,0,0,-0.041600602816276,0.0886740483234212
2023-06-27 11:00:00,1.27349,1.2737,1.27261,1.27321,2062,0,0,-0.021986823610712136,0.08557745151919882
2023-06-27 11:30:00,1.2732,1.27374,1.2729,1.27373,1537,0,0,0.04162739553879354,0.06594752461257194
2023-06-27 12:00:00,1.27371,1.27378,1.27138,1.27171,1507,0,0,-0.1570216140251707,0.1884155819686255
