<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.06	21:00:00	1.25391	1.25406	1.25313	1.25340	2959	0	0
2022.06.06	22:00:00	1.25339	1.25418	1.25307	1.25355	2527	0	0
2022.06.06	23:00:00	1.25355	1.25396	1.25262	1.25297	1169	0	0
2022.06.07	00:00:00	1.25313	1.25336	1.25302	1.25310	81	0	18
2022.06.07	01:00:00	1.25313	1.25321	1.25272	1.25297	651	0	0
2022.06.07	02:00:00	1.25296	1.25299	1.25148	1.25233	1901	0	0
2022.06.07	03:00:00	1.25233	1.25246	1.25129	1.25167	4616	0	0
2022.06.07	04:00:00	1.25165	1.25169	1.24966	1.25065	4406	0	0
2022.06.07	05:00:00	1.25065	1.25067	1.24924	1.25014	3130	0	0
2022.06.07	06:00:00	1.25015	1.25116	1.24990	1.25072	2139	0	0
2022.06.07	07:00:00	1.25071	1.25230	1.24886	1.24914	3231	0	0
2022.06.07	08:00:00	1.24918	1.24935	1.24465	1.24484	4713	0	0
2022.06.07	09:00:00	1.24484	1.24774	1.24303	1.24674	5297	0	0
2022.06.07	10:00:00	1.24674	1.24900	1.24662	1.24808	5690	0	0
2022.06.07	11:00:00	1.24810	1.25346	1.24810	1.24942	5218	0	0
2022.06.07	12:00:00	1.24944	1.25125	1.24904	1.25048	3664	0	0
2022.06.07	13:00:00	1.25049	1.25193	1.24939	1.24960	3798	0	0
2022.06.07	14:00:00	1.24960	1.24997	1.24862	1.24919	4187	0	0
2022.06.07	15:00:00	1.24919	1.25163	1.24862	1.24870	4508	0	0
2022.06.07	16:00:00	1.24869	1.25419	1.24820	1.25241	5840	0	0
2022.06.07	17:00:00	1.25242	1.25842	1.25190	1.25801	6059	0	0
2022.06.07	18:00:00	1.25800	1.25957	1.25728	1.25942	4407	0	0
2022.06.07	19:00:00	1.25943	1.25995	1.25901	1.25930	2930	0	0
2022.06.07	20:00:00	1.25931	1.25936	1.25750	1.25751	2321	0	0
2022.06.07	21:00:00	1.25752	1.25963	1.25723	1.25874	2633	0	0
