time,price,positions,capital
2024-05-23 23:37:12.534159,67643.8,0.0,1467.0407010310732
2024-05-23 23:38:12.572151,67635.2,0.0,1467.0407010310732
2024-05-23 23:39:12.610805,67603.33,0.0,1467.0407010310732
2024-05-23 23:40:12.644909,67598.54,0.0,1467.0407010310732
2024-05-23 23:41:12.688083,67611.59,0.0,1467.0407010310732
2024-05-23 23:42:12.729632,67597.84,0.0,1467.0407010310732
2024-05-23 23:43:12.767815,67638.68,0.0,1467.0407010310732
2024-05-23 23:44:12.806035,67596.09,0.0,1467.0407010310732
2024-05-23 23:45:12.850487,67632.41,0.0,1467.0407010310732
2024-05-23 23:46:12.894167,67525.07,0.0,1467.0407010310732
2024-05-23 23:47:12.949375,67612.44,0.0,1467.0407010310732
2024-05-23 23:48:12.989066,67552.72,0.0,1467.0407010310732
2024-05-23 23:49:13.023847,67542.42,0.0,1467.0407010310732
2024-05-23 23:50:13.067653,67537.79,0.0,1467.0407010310732
2024-05-23 23:51:13.107080,67580.91,0.0,1467.0407010310732
2024-05-23 23:52:13.146627,67619.41,0.0,1467.0407010310732
2024-05-23 23:53:13.186356,67648.16,0.0,1467.0407010310732
2024-05-23 23:54:13.229302,67645.0,0.0,1467.0407010310732
2024-05-23 23:55:13.264238,67659.51,0.0,1467.0407010310732
2024-05-23 23:56:13.305717,67654.24,0.0,1467.0407010310732
2024-05-23 23:57:13.340122,67684.01,0.0,1467.0407010310732
2024-05-23 23:58:13.375184,67643.72,0.0,1467.0407010310732
2024-05-23 23:59:13.417300,67619.12,0.0,1467.0407010310732
2024-05-24 00:00:13.470805,67696.6,0.0,1467.0407010310732
2024-05-24 00:01:13.513253,67695.4,0.0,1467.0407010310732
2024-05-24 00:02:13.527691,67694.89,0.0,1467.0407010310732
2024-05-24 00:03:13.541246,67650.49,0.0,1467.0407010310732
2024-05-24 00:04:13.556240,67642.72,0.0,1467.0407010310732
2024-05-24 00:05:13.569459,67635.13,0.0,1467.0407010310732
2024-05-24 00:06:13.584015,67617.72,0.0,1467.0407010310732
2024-05-24 00:07:13.597644,67676.29,0.0,1467.0407010310732
2024-05-24 00:08:13.612093,67685.79,0.0,1467.0407010310732
2024-05-24 00:09:13.636286,67617.22,0.0,1467.0407010310732
2024-05-24 00:10:13.653333,67607.36,0.0,1467.0407010310732
2024-05-24 00:11:13.670188,67649.86,0.0,1467.0407010310732
2024-05-24 00:12:13.695153,67581.2,0.0,1467.0407010310732
2024-05-24 00:13:13.709702,67531.03,0.0148080075189139,1467.0407010310732
2024-05-24 00:14:13.746824,67481.55,0.0148080075189139,1467.0407010310732
2024-05-24 00:15:13.788709,67489.66,0.0148080075189139,1467.0407010310732
2024-05-24 00:16:13.822819,67511.88,0.0148080075189139,1467.0407010310732
2024-05-24 00:17:13.858559,67541.27,0.0148080075189139,1467.0407010310732
2024-05-24 00:18:13.901975,67542.02,0.0148080075189139,1467.0407010310732
2024-05-24 00:19:13.956042,67538.02,0.0148080075189139,1467.0407010310732
2024-05-24 00:20:13.994617,67528.36,0.0148080075189139,1467.0407010310732
2024-05-24 00:21:14.035948,67518.04,0.0148080075189139,1467.0407010310732
2024-05-24 00:22:14.079163,67527.8,0.0148080075189139,1467.0407010310732
2024-05-24 00:23:14.126529,67529.8,0.0148080075189139,1467.0407010310732
2024-05-24 00:24:14.161572,67627.55,0.0148080075189139,1467.0407010310732
2024-05-24 00:25:14.203940,67584.83,0.0148080075189139,1467.0407010310732
2024-05-24 00:26:14.244689,67635.38,0.0148080075189139,1467.0407010310732
2024-05-24 00:27:14.288314,67652.35,0.0,1826.3421954700207
2024-05-24 00:28:14.346033,67667.57,0.0,1826.3421954700207
2024-05-24 00:29:14.380815,67657.57,0.0,1826.3421954700207
2024-05-24 00:30:14.421023,67641.89,0.0,1826.3421954700207
2024-05-24 00:31:14.459591,67619.95,0.0,1826.3421954700207
2024-05-24 00:32:14.497355,67626.14,0.0,1826.3421954700207
2024-05-24 00:33:14.538486,67617.77,0.014789011823371282,1826.3421954700207
2024-05-24 00:34:14.580170,67716.52,0.014789011823371282,1826.3421954700207
2024-05-24 00:35:14.612060,67708.01,0.014789011823371282,1826.3421954700207
2024-05-24 00:36:14.645074,67673.76,0.014789011823371282,1826.3421954700207
2024-05-24 00:37:14.682955,67703.26,0.014789011823371282,1826.3421954700207
2024-05-24 00:38:14.727728,67706.58,0.014789011823371282,1826.3421954700207
2024-05-24 00:39:14.771261,67665.29,0.014789011823371282,1826.3421954700207
2024-05-24 00:40:14.810474,67647.53,0.014789011823371282,1826.3421954700207
2024-05-24 00:41:14.845655,67695.53,0.014789011823371282,1826.3421954700207
2024-05-24 00:42:14.883994,67754.86,0.0,2231.827321643204
2024-05-24 00:43:14.921300,67730.46,0.0,2231.827321643204
2024-05-24 00:44:14.957042,67721.31,0.0,2231.827321643204
2024-05-24 00:45:14.997169,67735.56,0.0,2231.827321643204
2024-05-24 00:46:15.035288,67771.06,0.0,2231.827321643204
2024-05-24 00:47:15.072266,67777.23,0.0,2231.827321643204
2024-05-24 00:48:15.109817,67813.36,0.0,2231.827321643204
2024-05-24 00:49:15.143837,67827.05,0.0,2231.827321643204
2024-05-24 00:50:15.182307,67816.83,0.0,2231.827321643204
