DateTime,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,Change_Open_Close,Change_High_Low
2023-06-26 00:00:00,1.27072,1.27091,1.27039,1.27091,17,0,78,0.014952153110040957,0.04091556443808578
2023-06-26 00:05:00,1.27091,1.27091,1.27072,1.27072,6,0,125,-0.014949917775445347,0.014949917775445347
2023-06-26 00:10:00,1.27072,1.27072,1.27072,1.27072,5,0,144,0.0,0.0
2023-06-26 00:15:00,1.27072,1.271,1.27071,1.271,12,0,101,0.022034751951636546,0.02281667977969327
2023-06-26 00:20:00,1.271,1.271,1.27064,1.27087,15,0,90,-0.010228166797794137,0.028324154209277416
2023-06-26 00:25:00,1.27087,1.27109,1.27086,1.27108,33,0,87,0.016524113402633118,0.018094706118367106
2023-06-26 00:30:00,1.27112,1.27143,1.27112,1.27133,49,0,51,0.01652086349046852,0.024381995076412578
2023-06-26 00:35:00,1.27133,1.27142,1.27121,1.27132,33,0,52,-0.0007865778358148956,0.01651696528291544
2023-06-26 00:40:00,1.27132,1.27133,1.2713,1.27132,14,0,60,0.0,0.002359733507427221
2023-06-26 00:45:00,1.27132,1.27137,1.27124,1.27124,20,0,61,-0.006292672183248907,0.010225190149206248
2023-06-26 00:50:00,1.27124,1.27141,1.27122,1.27137,24,0,75,0.010226235801262034,0.014944038508420767
2023-06-26 00:55:00,1.27137,1.27139,1.27135,1.27139,10,0,62,0.0015731061768117093,0.0031461628611236525
2023-06-26 01:00:00,1.27144,1.27219,1.27144,1.27219,97,0,4,0.05898823381363088,0.05895345820986083
2023-06-26 01:05:00,1.27218,1.27231,1.27206,1.27215,55,0,1,-0.0023581568646100816,0.01964929930599331
2023-06-26 01:10:00,1.27213,1.27232,1.27191,1.27206,119,0,1,-0.005502582283258354,0.03222459758549731
2023-06-26 01:15:00,1.27206,1.27224,1.27201,1.27214,194,0,9,0.006289011524619909,0.018078349996852202
2023-06-26 01:20:00,1.27214,1.27233,1.27214,1.2723,57,0,0,0.012577232065648274,0.014933232730495426
2023-06-26 01:25:00,1.2723,1.27235,1.27215,1.27215,110,0,0,-0.011789672247118958,0.015718945258788853
2023-06-26 01:30:00,1.27216,1.27233,1.2721,1.27233,130,0,0,0.013363098981260493,0.018077071200078006
2023-06-26 01:35:00,1.27233,1.2725,1.27215,1.27222,152,0,0,-0.008645555791347724,0.027504911591361293
2023-06-26 01:40:00,1.2722,1.27222,1.27209,1.27221,134,0,0,0.0007860399308336356,0.010218358460011907
2023-06-26 01:45:00,1.27219,1.2724,1.27206,1.27208,156,0,0,-0.008646507204099424,0.026721156868909697
2023-06-26 01:50:00,1.27208,1.2723,1.27204,1.27228,107,0,0,0.0157222816175066,0.020435431894987578
2023-06-26 01:55:00,1.27228,1.27242,1.27212,1.27232,167,0,0,0.0031439620209244784,0.023577120762027396
2023-06-26 02:00:00,1.27232,1.2724,1.27212,1.27215,182,0,0,-0.013361418511066673,0.022005658597929738
2023-06-26 02:05:00,1.27214,1.27238,1.27212,1.27215,137,0,0,0.0007860770040910173,0.020434147031558887
2023-06-26 02:10:00,1.27215,1.2725,1.27212,1.27244,116,0,0,0.022796053924468304,0.029862475442046912
2023-06-26 02:15:00,1.27244,1.27282,1.27244,1.2727,109,0,0,0.020433183489982,0.02985496770949914
2023-06-26 02:20:00,1.27271,1.2729,1.27262,1.27277,184,0,0,0.004714349694741849,0.021997014690850494
2023-06-26 02:25:00,1.2728,1.27284,1.27261,1.27267,104,0,0,-0.010213702074164322,0.018069828100935898
2023-06-26 02:30:00,1.27266,1.27283,1.27266,1.27275,101,0,1,0.00707180236670796,0.01335606483191027
2023-06-26 02:35:00,1.27275,1.27297,1.27274,1.27291,67,0,0,0.012571204085636454,0.018067982749000563
2023-06-26 02:40:00,1.27291,1.27301,1.27285,1.27298,189,0,1,0.005499210470497875,0.012568636538592626
2023-06-26 02:45:00,1.27298,1.27313,1.27285,1.27313,138,0,0,0.01178337444422493,0.021993040773531217
2023-06-26 02:50:00,1.27312,1.27312,1.27278,1.27281,141,0,0,-0.02434962925726031,0.026706044991831636
2023-06-26 02:55:00,1.2728,1.27292,1.2728,1.27291,117,0,0,0.008642363293530367,0.009427143889648996
2023-06-26 03:00:00,1.27287,1.27332,1.27262,1.27277,380,0,0,-0.00785626183349352,0.05497439763766554
2023-06-26 03:05:00,1.27277,1.27291,1.2725,1.27279,352,0,0,0.0015713758181078298,0.032209661327196853
2023-06-26 03:10:00,1.27279,1.27299,1.27279,1.2728,325,0,0,0.0007856755631206614,0.01571104250622377
2023-06-26 03:15:00,1.27279,1.27296,1.27274,1.27283,258,0,0,0.0031427022525175367,0.01728255404726849
2023-06-26 03:20:00,1.27284,1.27318,1.27274,1.27315,221,0,0,0.02435498570126901,0.03455913539326693
2023-06-26 03:25:00,1.27317,1.27318,1.27301,1.27315,216,0,0,-0.001570882128852312,0.013352393220126258
2023-06-26 03:30:00,1.27315,1.27343,1.27296,1.27337,297,0,0,0.017279974865482224,0.036908192833526025
2023-06-26 03:35:00,1.27337,1.27354,1.27329,1.27346,207,0,0,0.007067859302492247,0.019630321780223746
2023-06-26 03:40:00,1.27345,1.27352,1.27306,1.27311,207,0,0,-0.026699124425773053,0.03612035931904524
2023-06-26 03:45:00,1.2731,1.27338,1.2731,1.27325,276,0,0,0.011782263765618924,0.02198872292638945
2023-06-26 03:50:00,1.27324,1.27327,1.27288,1.27308,295,0,0,-0.012566366121072068,0.030629795722815305
2023-06-26 03:55:00,1.27308,1.27336,1.27293,1.27336,167,0,0,0.021993904546458824,0.03376892630522024
2023-06-26 04:00:00,1.27336,1.27348,1.27295,1.27296,266,0,0,-0.03141295470251586,0.04161824292489238
2023-06-26 04:05:00,1.27296,1.27317,1.27285,1.27307,211,0,0,0.008641277023616802,0.025134114061741635
2023-06-26 04:10:00,1.27305,1.27313,1.27269,1.27292,297,0,0,-0.010211696319858882,0.03456049264411301
2023-06-26 04:15:00,1.2729,1.27331,1.27287,1.27329,254,0,0,0.03063869903371141,0.034555607039919264
2023-06-26 04:20:00,1.27328,1.2734,1.27317,1.27317,206,0,0,-0.00863910530284419,0.018061881576894496
2023-06-26 04:25:00,1.27317,1.27338,1.27308,1.27334,178,0,0,0.013352498095305691,0.02355934599255265
2023-06-26 04:30:00,1.27335,1.27362,1.27328,1.27362,214,0,0,0.021203910943573444,0.026695560685291296
2023-06-26 04:35:00,1.27362,1.27386,1.27335,1.27378,164,0,0,0.012562616793073127,0.040035796712355395
2023-06-26 04:40:00,1.27377,1.27388,1.27344,1.27358,225,0,0,-0.014916350675564231,0.034540145068608974
