DateTime,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD,Change_Open_Close,Change_High_Low
2023-06-26 00:00:00,1.27072,1.27143,1.27039,1.27139,238,0,51,0.05272601359858571,0.08179766090151655
2023-06-26 01:00:00,1.27144,1.2725,1.27144,1.27232,1478,0,0,0.06921286100799032,0.08330058939096746
2023-06-26 02:00:00,1.27232,1.27313,1.27212,1.27291,1585,0,0,0.046371981891355205,0.07933203993309225
2023-06-26 03:00:00,1.27287,1.27354,1.2725,1.27336,3201,0,0,0.03849568298413047,0.08166213860577053
2023-06-26 04:00:00,1.27336,1.27388,1.27269,1.27309,2695,0,0,-0.02120374442419995,0.09341539234463234
2023-06-26 05:00:00,1.27309,1.27367,1.27307,1.2733,1762,0,0,0.016495298839834062,0.04710796360125903
2023-06-26 06:00:00,1.27329,1.2736,1.27294,1.27315,1663,0,0,-0.010995138578016712,0.05182160804020924
2023-06-26 07:00:00,1.27315,1.27334,1.27282,1.27324,1317,0,0,0.007069080626785805,0.040837482526258025
2023-06-26 08:00:00,1.27322,1.27392,1.27315,1.27339,2505,0,0,0.013351973735882525,0.060443355940713504
2023-06-26 09:00:00,1.27329,1.27367,1.27104,1.27209,3163,0,0,-0.0942440449544165,0.20648990711880882
2023-06-26 10:00:00,1.27209,1.27486,1.2719,1.2743,3834,0,0,0.1737298461586873,0.23218235727845202
2023-06-26 11:00:00,1.27427,1.27468,1.27294,1.27372,3874,0,0,-0.04316196724399463,0.1365048482756515
2023-06-26 12:00:00,1.2737,1.27448,1.27286,1.27311,2988,0,0,-0.04632173981314991,0.12711066474169502
2023-06-26 13:00:00,1.2731,1.27367,1.27073,1.27109,3122,0,0,-0.15788233445918196,0.2308290216461222
2023-06-26 14:00:00,1.27108,1.27163,1.2688,1.27152,3452,0,0,0.03461623186581458,0.22254901189812368
2023-06-26 15:00:00,1.27144,1.27191,1.2704,1.27168,3067,0,0,0.01887623482036258,0.1187190917596467
2023-06-26 16:00:00,1.27096,1.27159,1.27012,1.27144,3573,0,0,0.03776672751304635,0.11560329980576148
2023-06-26 17:00:00,1.27143,1.2718,1.26947,1.27092,4148,0,0,-0.04011231448054635,0.18320490643182444
2023-06-26 18:00:00,1.27092,1.27278,1.27077,1.27217,3032,0,0,0.09835394832089929,0.15792202894452045
2023-06-26 19:00:00,1.27216,1.27231,1.2713,1.27219,2825,0,0,0.0023581939378674453,0.07938316919618296
2023-06-26 20:00:00,1.27219,1.2726,1.27169,1.27176,2071,0,0,-0.033799982706980126,0.07150715071506887
2023-06-26 21:00:00,1.27176,1.27231,1.27162,1.272,1435,0,0,0.018871485185885543,0.05423206608452967
2023-06-26 22:00:00,1.272,1.27216,1.27099,1.27102,1669,0,0,-0.0770440251572312,0.09196956357690018
2023-06-26 23:00:00,1.27103,1.27141,1.271,1.27109,633,0,0,0.00472058094615776,0.03224766204450346
2023-06-27 00:00:00,1.27089,1.27133,1.2703,1.27106,302,0,2,0.013376452722108401,0.08101751708841028
2023-06-27 01:00:00,1.27105,1.27145,1.27105,1.27144,1338,0,1,0.03068329334014322,0.03146014393015502
2023-06-27 02:00:00,1.27144,1.27144,1.27097,1.27106,1239,0,0,-0.02988737179889141,0.03696595985653829
2023-06-27 03:00:00,1.27106,1.27158,1.27035,1.2705,2310,0,0,-0.044057715607454875,0.09673005237577206
2023-06-27 04:00:00,1.27052,1.27369,1.27045,1.27248,3627,0,0,0.15426754399773018,0.2543790090210263
2023-06-27 05:00:00,1.27248,1.27284,1.27184,1.27283,1932,0,0,0.027505343895373634,0.07856447000407671
